Color,Quality,Volatile Acidity,Density,Alcohol,pH,Residual Sugar,Sulphates,Chlorides
white,6,0.28,0.99,11.2,3.06,2.8,0.59,0.04
white,6,0.4,0.99,11.2,3.12,2.8,0.42,0.04
white,6,0.19,0.99,11.2,3.22,1.1,0.69,0.04
white,6,0.22,0.99,11.2,3.17,5.8,0.55,0.04
white,6,0.22,0.99,11.2,3.17,5.8,0.55,0.04
white,6,0.23,0.99,11.2,3.25,3.1,0.51,0.02
white,6,0.36,0.99,11.2,3.22,5.25,0.4,0.04
red,6,0.98,0.99,11.2,3.6,2.0,0.46,0.06
white,6,0.1,0.99,11.2,3.06,1.0,0.68,0.03
white,6,0.22,0.99,11.2,3.27,1.5,0.48,0.04
white,6,0.22,0.99,11.2,3.27,1.5,0.48,0.04
white,6,0.24,0.99,11.2,3.25,1.7,0.53,0.04
white,6,0.15,0.99,11.2,3.28,1.4,0.38,0.04
white,6,0.37,0.99,11.2,3.18,3.5,0.38,0.04
white,6,0.28,0.99,11.2,3.06,2.2,0.52,0.02
white,6,0.23,0.99,11.1,3.18,1.5,0.47,0.05
white,6,0.25,0.99,11.1,3.17,1.5,0.48,0.05
red,6,0.41,0.99,11.1,3.41,2.2,0.75,0.08
white,6,0.2,0.99,11.1,3.27,2.0,0.56,0.04
red,6,0.42,1.0,11.1,3.23,2.1,0.66,0.08
white,6,0.27,0.99,11.1,3.15,1.1,0.54,0.04
white,6,0.27,0.99,11.1,3.15,1.1,0.54,0.04
red,6,0.43,1.0,11.1,3.6,2.5,0.59,0.08
white,6,0.28,0.99,11.1,3.25,3.0,0.47,0.04
white,6,0.23,0.99,11.1,3.1,1.9,0.46,0.05
white,6,0.23,0.99,11.1,3.11,1.8,0.47,0.05
white,6,0.33,0.99,11.1,3.22,7.2,0.49,0.04
white,6,0.27,0.99,11.1,3.46,1.3,0.43,0.04
white,6,0.29,0.99,11.1,3.23,1.6,0.35,0.06
white,6,0.22,0.99,11.1,3.44,1.1,0.62,0.05
white,6,0.36,0.99,11.1,3.05,2.5,0.56,0.05
white,6,0.36,0.99,11.1,3.05,2.5,0.56,0.05
white,6,0.2,0.99,11.1,2.92,0.9,0.36,0.02
white,6,0.2,0.99,11.1,2.92,0.9,0.36,0.02
white,6,0.34,0.99,11.1,3.25,6.9,0.49,0.04
white,6,0.14,0.99,11.1,3.07,1.5,0.72,0.05
white,6,0.26,0.99,11.1,3.13,5.7,0.62,0.02
white,6,0.14,0.99,11.1,3.07,1.5,0.72,0.05
white,6,0.23,0.99,11.1,3.11,1.8,0.35,0.03
red,6,0.5,1.0,11.1,3.33,2.2,0.83,0.09
red,6,0.5,1.0,11.1,3.33,2.2,0.83,0.09
white,6,0.3,0.99,11.1,2.99,1.1,0.45,0.04
red,6,0.37,1.0,11.1,3.29,2.0,0.58,0.09
red,6,0.47,1.0,11.1,3.16,1.9,0.85,0.06
white,6,0.16,0.99,11.1,3.31,2.2,0.43,0.04
red,6,0.47,1.0,11.1,3.16,1.9,0.85,0.06
red,6,0.61,0.99,11.1,3.56,2.1,0.77,0.07
red,6,0.61,0.99,11.1,3.56,2.1,0.77,0.07
white,6,0.17,0.99,11.1,3.36,1.6,0.69,0.05
white,6,0.15,0.99,11.1,3.19,1.2,0.43,0.04
red,6,0.38,1.0,11.1,3.44,2.2,0.65,0.04
white,6,0.29,0.99,11.1,3.32,1.3,0.43,0.06
red,6,0.67,1.0,11.1,3.42,2.2,0.72,0.07
white,6,0.19,0.99,11.1,3.23,1.0,0.57,0.02
white,6,0.24,0.99,11.1,3.09,4.3,0.39,0.03
red,6,0.35,1.0,11.1,3.38,2.6,0.79,0.07
red,6,0.67,1.0,11.1,3.32,2.2,0.68,0.07
red,6,0.72,1.0,11.1,3.43,2.8,0.72,0.08
white,6,0.32,0.99,11.1,3.06,2.3,0.42,0.03
white,6,0.32,0.99,11.1,3.06,2.3,0.42,0.03
white,6,0.25,0.99,11.1,3.23,1.3,0.4,0.05
white,6,0.2,0.99,11.1,3.35,1.8,0.66,0.04
white,6,0.21,0.99,11.1,3.43,1.4,0.48,0.05
white,6,0.32,0.99,11.1,3.25,7.4,0.49,0.04
white,6,0.32,0.99,11.1,3.25,7.4,0.49,0.04
white,6,0.27,0.99,11.1,3.1,3.9,0.59,0.03
white,6,0.2,0.99,11.1,3.11,3.2,0.54,0.03
white,6,0.25,0.99,11.1,2.96,5.6,0.52,0.04
white,6,0.31,0.99,11.1,3.27,7.4,0.45,0.05
red,6,0.67,1.0,11.07,3.32,2.2,0.68,0.07
white,6,0.31,0.99,11.07,3.31,7.3,0.5,0.05
white,6,0.19,0.99,11.05,2.92,2.8,0.47,0.05
white,6,0.27,0.99,11.0,3.21,6.3,0.6,0.05
white,6,0.27,0.99,11.0,3.21,6.3,0.6,0.05
white,6,0.27,0.99,11.0,3.22,6.2,0.6,0.05
white,6,0.2,0.99,11.0,3.35,1.5,0.56,0.03
white,6,0.23,0.99,11.0,3.1,1.3,0.55,0.05
white,6,0.21,0.99,11.0,2.96,8.7,0.56,0.04
red,6,0.35,1.0,11.0,3.42,2.5,0.65,0.1
red,6,0.35,1.0,11.0,3.27,2.4,0.81,0.08
red,6,0.35,1.0,11.0,3.27,2.4,0.81,0.08
white,6,0.19,0.99,11.0,3.06,1.2,0.46,0.05
white,6,0.2,1.0,11.0,3.1,8.1,0.52,0.05
white,6,0.28,1.0,11.0,3.04,7.7,0.55,0.04
white,6,0.23,0.99,11.0,3.33,1.15,0.44,0.04
red,6,0.38,1.0,11.0,3.27,2.5,0.85,0.08
white,6,0.3,0.99,11.0,2.93,1.6,0.33,0.04
red,6,0.58,1.0,11.0,3.32,4.8,0.7,0.08
red,6,0.59,1.0,11.0,3.18,2.6,0.65,0.09
white,6,0.15,0.99,11.0,3.17,1.3,0.68,0.05
red,6,0.59,1.0,11.0,3.18,2.6,0.65,0.09
white,6,0.17,0.99,11.0,2.91,7.3,0.57,0.04
white,6,0.43,0.99,11.0,3.03,7.6,0.37,0.04
white,6,0.52,0.99,11.0,3.04,7.7,0.38,0.05
white,6,0.33,0.99,11.0,3.01,9.9,0.55,0.04
white,6,0.36,1.0,11.0,3.2,13.55,0.56,0.05
white,6,0.23,0.99,11.0,2.8,6.9,0.54,0.03
white,6,0.33,0.99,11.0,3.18,4.6,0.4,0.03
white,6,0.36,1.0,11.0,3.2,13.55,0.56,0.05
white,6,0.24,0.99,11.0,3.19,1.3,0.45,0.04
white,6,0.28,0.99,11.0,3.38,7.4,0.51,0.04
white,6,0.33,0.99,11.0,3.41,1.8,0.53,0.03
white,6,0.33,0.99,11.0,3.41,1.8,0.53,0.03
white,6,0.33,0.99,11.0,3.41,1.8,0.53,0.03
white,6,0.28,0.99,11.0,3.22,7.75,0.46,0.03
white,6,0.2,0.99,11.0,3.24,7.4,0.58,0.03
white,6,0.25,0.99,11.0,3.3,1.5,0.59,0.04
white,6,0.23,0.99,11.0,3.3,1.5,0.57,0.04
white,6,0.19,0.99,11.0,3.12,4.9,0.56,0.05
white,6,0.18,0.99,11.0,3.02,1.1,0.51,0.03
red,6,0.45,1.0,11.0,3.26,3.0,1.11,0.08
white,6,0.28,0.99,11.0,3.43,6.8,0.59,0.05
white,6,0.18,0.99,11.0,3.02,1.1,0.51,0.03
white,6,0.19,0.99,11.0,3.12,4.9,0.56,0.05
white,6,0.27,0.99,11.0,3.08,9.2,0.29,0.02
white,6,0.19,0.99,11.0,2.99,7.4,0.39,0.02
white,6,0.19,0.99,11.0,2.99,7.4,0.39,0.02
white,6,0.21,0.99,11.0,3.49,1.2,0.68,0.04
white,6,0.2,0.99,11.0,2.99,5.0,0.39,0.02
white,6,0.21,0.99,11.0,3.25,3.0,0.4,0.04
red,6,0.36,1.0,11.0,3.3,2.2,0.72,0.08
red,6,0.36,1.0,11.0,3.3,2.2,0.72,0.08
red,6,0.44,1.0,11.0,3.51,2.5,0.69,0.08
white,6,0.25,0.99,11.0,3.23,2.0,0.53,0.04
red,6,0.34,1.0,11.0,3.34,2.4,0.86,0.06
white,6,0.42,1.0,11.0,3.06,2.3,0.52,0.03
white,6,0.18,0.99,11.0,2.97,2.7,0.53,0.03
white,6,0.32,0.99,11.0,3.44,1.4,0.37,0.03
red,6,0.33,0.99,11.0,3.29,1.5,0.71,0.06
white,6,0.33,1.0,11.0,3.47,9.7,0.48,0.04
white,6,0.29,0.99,11.0,3.11,3.8,0.4,0.04
red,6,0.86,1.0,11.0,3.54,2.4,0.6,0.06
red,6,0.86,1.0,11.0,3.54,2.4,0.6,0.06
red,6,0.51,1.0,11.0,3.42,2.3,0.75,0.08
white,6,0.25,0.99,11.0,3.13,1.3,0.52,0.04
white,6,0.19,0.99,11.0,3.27,1.1,0.48,0.03
red,6,0.31,1.0,11.0,3.39,3.6,0.66,0.07
white,6,0.39,0.99,11.0,3.38,5.2,0.44,0.04
white,6,0.2,0.99,11.0,3.44,1.5,0.55,0.03
white,6,0.27,0.99,11.0,2.94,1.6,0.46,0.05
white,6,0.14,0.99,11.0,3.02,1.5,0.56,0.04
white,6,0.24,1.0,11.0,3.2,20.8,0.33,0.03
white,6,0.26,0.99,11.0,3.16,5.2,0.59,0.04
white,6,0.22,0.99,11.0,3.22,1.5,0.45,0.04
white,6,0.19,0.99,11.0,3.13,1.5,0.39,0.04
red,6,0.51,1.0,11.0,3.42,2.3,0.75,0.08
red,6,0.24,1.0,11.0,3.18,1.8,1.06,0.08
white,6,0.16,0.99,11.0,3.18,1.0,0.52,0.04
white,6,0.26,0.99,11.0,3.28,5.8,0.53,0.02
red,6,0.46,1.0,11.0,3.21,6.3,0.73,0.06
white,6,0.15,0.99,11.0,3.47,5.55,0.5,0.05
white,6,0.21,0.99,11.0,3.21,7.3,0.43,0.04
white,6,0.21,0.99,11.0,3.02,1.4,0.5,0.05
white,6,0.42,1.0,11.0,3.4,8.1,0.58,0.06
white,6,0.32,0.99,11.0,3.24,1.8,0.48,0.04
white,6,0.26,0.99,11.0,2.97,5.2,0.68,0.05
white,6,0.27,0.99,11.0,3.2,2.4,0.55,0.05
white,6,0.27,0.99,11.0,3.28,5.0,0.52,0.04
white,6,0.24,0.99,11.0,3.2,1.7,0.53,0.04
white,6,0.2,0.99,11.0,3.13,8.8,0.49,0.04
white,6,0.2,0.99,11.0,3.15,6.8,0.42,0.05
white,6,0.2,0.99,11.0,3.15,6.8,0.42,0.05
white,6,0.2,0.99,11.0,3.15,6.8,0.42,0.05
white,6,0.2,0.99,11.0,3.15,6.8,0.42,0.05
white,6,0.32,0.99,11.0,3.22,4.8,0.54,0.04
white,6,0.16,0.99,11.0,3.22,1.1,0.41,0.04
white,6,0.18,0.99,11.0,3.16,1.2,0.51,0.03
white,6,0.45,1.0,11.0,3.07,19.8,0.38,0.04
red,6,0.66,1.0,11.0,3.06,2.5,0.72,0.08
white,6,0.21,0.99,11.0,3.15,5.9,0.4,0.05
white,6,0.21,0.99,11.0,3.15,5.9,0.4,0.05
white,6,0.31,0.99,11.0,3.34,5.8,0.54,0.04
white,6,0.45,1.0,11.0,3.07,19.8,0.38,0.04
white,6,0.14,0.99,11.0,3.07,1.2,0.47,0.04
white,6,0.2,0.99,11.0,3.11,1.4,0.44,0.02
white,6,0.16,0.99,11.0,3.22,1.1,0.41,0.04
white,6,0.23,0.99,11.0,3.22,8.0,0.54,0.03
white,6,0.29,0.99,11.0,3.36,8.3,0.37,0.03
white,6,0.29,0.99,11.0,3.36,8.3,0.37,0.03
red,6,0.35,1.0,11.0,3.32,3.3,0.91,0.07
white,6,0.17,0.99,11.0,3.17,1.1,0.58,0.03
white,6,0.29,0.99,10.93,2.99,9.65,0.34,0.04
white,6,0.29,0.99,10.93,2.99,9.65,0.34,0.04
red,6,0.64,1.0,10.9,3.29,2.1,0.75,0.07
red,6,0.64,1.0,10.9,3.29,2.1,0.75,0.07
red,6,0.76,1.0,10.9,3.33,2.0,0.68,0.08
red,6,0.6,1.0,10.9,3.4,2.3,0.61,0.08
red,6,0.6,1.0,10.9,3.4,2.3,0.61,0.08
white,6,0.26,0.99,10.9,3.37,1.9,0.7,0.07
red,6,0.38,1.0,10.9,3.14,2.1,0.71,0.09
white,6,0.25,0.99,10.9,3.22,10.0,0.35,0.06
white,6,0.26,0.99,10.9,3.05,1.4,0.49,0.04
white,6,0.19,0.99,10.9,3.18,2.6,0.5,0.04
white,6,0.09,0.99,10.9,2.99,6.2,0.39,0.03
white,6,0.21,0.99,10.9,3.38,7.9,0.59,0.03
white,6,0.19,0.99,10.9,3.18,2.6,0.5,0.04
white,6,0.27,0.99,10.9,3.24,3.9,0.46,0.03
white,6,0.39,0.99,10.9,3.07,9.9,0.42,0.04
white,6,0.33,0.99,10.9,3.49,1.2,0.58,0.03
white,6,0.24,0.99,10.9,3.1,1.9,0.39,0.03
white,6,0.33,0.99,10.9,3.36,4.9,0.57,0.04
white,6,0.24,0.99,10.9,3.34,8.4,0.52,0.04
white,6,0.24,0.99,10.9,3.34,8.4,0.52,0.04
red,6,0.39,0.99,10.9,3.2,1.3,0.83,0.04
white,6,0.18,1.0,10.9,3.25,5.9,0.52,0.06
red,6,0.28,1.0,10.9,3.18,9.0,0.6,0.11
white,6,0.2,0.99,10.9,3.32,1.2,0.49,0.04
red,6,0.26,1.0,10.9,3.33,1.9,0.87,0.07
red,6,0.26,1.0,10.9,3.33,1.9,0.87,0.07
red,6,0.36,1.0,10.9,3.47,1.5,0.73,0.08
red,6,0.5,1.0,10.9,3.23,2.6,0.72,0.12
red,6,0.36,1.0,10.9,3.47,1.5,0.73,0.08
red,6,0.36,1.0,10.9,3.47,1.5,0.73,0.08
white,6,0.39,1.0,10.9,3.04,9.9,0.42,0.06
white,6,0.4,1.0,10.9,3.04,9.5,0.43,0.06
white,6,0.39,1.0,10.9,3.04,9.9,0.42,0.06
red,6,0.63,1.0,10.9,3.44,2.0,0.64,0.08
red,6,0.3,1.0,10.9,3.14,1.5,0.51,0.07
red,6,0.49,1.0,10.9,3.27,1.7,0.78,0.08
red,6,0.61,0.99,10.9,3.55,1.8,0.66,0.07
white,6,0.18,0.99,10.9,3.31,1.0,0.35,0.04
white,6,0.26,0.99,10.9,3.0,1.1,0.39,0.04
white,6,0.3,0.99,10.9,3.31,2.7,0.57,0.05
red,6,0.67,0.99,10.9,3.39,1.9,0.82,0.06
white,6,0.14,0.99,10.9,3.25,0.9,0.43,0.04
white,6,0.38,0.99,10.9,3.32,5.0,0.44,0.04
red,6,0.26,1.0,10.9,3.15,2.0,0.79,0.05
red,6,0.45,1.0,10.9,3.21,2.2,0.69,0.07
white,6,0.2,0.99,10.9,3.21,1.6,0.6,0.03
red,6,0.24,1.0,10.9,3.22,5.1,0.94,0.06
red,6,0.24,1.0,10.9,3.22,5.1,0.94,0.06
red,6,0.9,0.99,10.9,3.5,1.6,0.63,0.05
white,6,0.26,0.99,10.9,3.23,1.9,0.5,0.05
white,6,0.17,0.99,10.9,3.43,4.5,0.49,0.03
white,6,0.18,0.99,10.9,3.03,6.5,0.38,0.03
white,6,0.27,1.0,10.9,3.17,15.2,0.39,0.05
red,6,0.5,1.0,10.9,3.09,2.8,0.68,0.07
white,6,0.26,0.99,10.9,3.11,10.9,0.34,0.04
white,6,0.21,0.99,10.9,3.14,5.3,0.52,0.04
white,6,0.21,0.99,10.9,3.09,1.2,0.87,0.04
white,6,0.23,0.99,10.9,3.0,2.6,0.54,0.03
white,6,0.27,1.0,10.9,3.17,15.2,0.39,0.05
white,6,0.18,0.99,10.9,3.03,6.5,0.38,0.03
white,6,0.23,0.99,10.9,3.03,2.1,0.63,0.04
red,6,0.55,1.0,10.9,3.21,2.2,0.6,0.12
white,6,0.24,0.99,10.9,3.39,1.6,0.59,0.04
white,6,0.3,0.99,10.9,2.98,11.45,0.3,0.04
red,6,0.55,1.0,10.9,3.21,2.2,0.6,0.12
white,6,0.18,0.99,10.8,3.3,1.5,0.45,0.03
white,6,0.27,1.0,10.8,3.16,12.1,0.37,0.05
white,6,0.29,0.99,10.8,3.14,7.1,0.41,0.04
white,6,0.29,0.99,10.8,3.14,7.1,0.41,0.04
red,6,0.59,1.0,10.8,3.42,2.2,0.68,0.08
white,6,0.51,0.99,10.8,3.05,1.2,0.29,0.04
white,6,0.14,0.99,10.8,3.56,5.4,0.44,0.05
white,6,0.2,0.99,10.8,3.21,5.9,0.48,0.04
white,6,0.26,0.99,10.8,3.24,5.0,0.54,0.03
white,6,0.26,0.99,10.8,3.24,5.0,0.54,0.03
white,6,0.17,0.99,10.8,3.2,5.7,0.49,0.02
white,6,0.24,0.99,10.8,2.74,1.2,0.47,0.03
red,6,0.57,1.0,10.8,3.36,2.6,0.62,0.08
red,6,0.57,1.0,10.8,3.36,2.6,0.62,0.08
white,6,0.18,0.99,10.8,3.42,3.3,0.64,0.04
white,6,0.25,0.99,10.8,3.33,11.5,0.31,0.04
white,6,0.2,1.0,10.8,3.4,12.55,0.38,0.05
white,6,0.2,1.0,10.8,3.4,12.55,0.38,0.05
white,6,0.32,0.99,10.8,3.12,2.6,0.59,0.03
white,6,0.44,0.99,10.8,3.22,2.5,0.48,0.03
white,6,0.28,0.99,10.8,3.23,5.0,0.64,0.04
red,6,0.44,1.0,10.8,3.24,2.5,0.65,0.06
white,6,0.3,0.99,10.8,3.06,8.0,0.38,0.04
white,6,0.3,0.99,10.8,3.06,8.0,0.38,0.04
red,6,0.26,0.99,10.8,3.29,1.7,0.47,0.06
white,6,0.23,0.99,10.8,3.31,4.5,0.64,0.05
white,6,0.17,0.99,10.8,3.22,1.7,0.54,0.04
white,6,0.16,0.99,10.8,3.22,1.6,0.54,0.04
white,6,0.27,0.99,10.8,3.23,3.6,0.46,0.04
white,6,0.3,0.99,10.8,3.06,8.0,0.38,0.04
white,6,0.19,0.99,10.8,3.18,11.8,0.37,0.04
white,6,0.22,0.99,10.8,3.2,5.9,0.57,0.05
white,6,0.17,0.99,10.8,2.99,6.4,0.4,0.04
red,6,0.42,1.0,10.8,3.31,2.5,0.7,0.09
red,6,0.41,1.0,10.8,3.01,3.8,0.81,0.09
white,6,0.17,0.99,10.8,2.99,6.4,0.4,0.04
white,6,0.25,0.99,10.8,3.13,6.8,0.29,0.02
red,6,0.39,1.0,10.8,3.1,2.8,0.61,0.1
red,6,0.39,1.0,10.8,3.1,2.8,0.61,0.1
white,6,0.16,0.99,10.8,3.27,1.8,0.55,0.05
white,6,0.26,0.99,10.8,3.25,7.0,0.52,0.04
red,6,0.72,1.0,10.8,3.35,5.5,0.49,0.12
red,6,0.72,1.0,10.8,3.35,5.5,0.49,0.12
red,6,0.52,1.0,10.8,3.43,2.4,0.59,0.08
red,6,0.81,1.0,10.8,3.51,2.0,0.66,0.07
red,6,0.57,0.99,10.8,3.44,2.1,0.76,0.05
white,6,0.29,0.99,10.8,3.17,4.9,0.44,0.03
white,6,0.13,0.99,10.8,3.43,1.9,0.64,0.05
white,6,0.19,0.99,10.8,3.11,8.0,0.66,0.03
white,6,0.25,0.99,10.8,3.24,1.4,0.54,0.02
white,6,0.21,0.99,10.8,3.26,6.0,0.5,0.05
white,6,0.23,0.99,10.8,3.32,1.8,0.4,0.04
white,6,0.24,0.99,10.8,3.22,1.3,0.55,0.05
red,6,0.47,1.0,10.8,3.17,2.1,0.76,0.17
white,6,0.17,0.99,10.8,3.1,2.7,0.56,0.05
white,6,0.19,0.99,10.8,3.16,3.0,0.4,0.05
white,6,0.24,1.0,10.8,3.37,4.3,0.74,0.04
red,6,0.5,1.0,10.8,3.27,1.8,0.77,0.08
red,6,0.9,1.0,10.8,3.53,2.3,0.58,0.07
white,6,0.41,0.99,10.8,3.27,1.6,0.67,0.06
white,6,0.21,0.99,10.8,3.21,1.2,0.54,0.04
white,6,0.18,0.99,10.8,3.49,1.5,0.62,0.09
white,6,0.24,0.99,10.8,3.33,4.9,0.37,0.08
white,6,0.58,1.0,10.8,2.99,12.15,0.39,0.03
white,6,0.58,1.0,10.8,2.99,12.15,0.39,0.03
white,6,0.41,0.99,10.8,3.27,1.6,0.67,0.06
red,6,0.3,1.0,10.8,3.3,1.6,0.78,0.08
white,6,0.16,0.99,10.8,3.25,1.3,0.62,0.04
white,6,0.39,0.99,10.8,3.41,2.7,0.5,0.04
red,6,0.53,1.0,10.8,3.29,1.7,0.66,0.07
white,6,0.24,0.99,10.8,2.88,1.4,0.38,0.04
white,6,0.25,0.99,10.8,3.19,2.05,0.44,0.05
white,6,0.24,0.99,10.8,3.23,1.8,0.5,0.05
red,6,0.63,1.0,10.8,3.34,2.4,0.53,0.08
white,6,0.14,0.99,10.8,3.49,4.5,0.51,0.03
white,6,0.34,0.99,10.8,2.99,1.8,0.45,0.04
white,6,0.16,1.0,10.8,3.2,10.4,0.4,0.05
white,6,0.2,0.99,10.8,3.34,1.6,0.44,0.04
white,6,0.26,1.0,10.8,3.13,8.1,0.46,0.02
red,6,0.38,1.0,10.8,3.11,2.1,0.62,0.07
white,6,0.25,1.0,10.8,3.12,8.2,0.46,0.02
white,6,0.2,0.99,10.8,3.8,1.7,0.66,0.05
white,6,0.23,0.99,10.8,3.04,1.0,0.65,0.04
white,6,0.22,0.99,10.8,3.05,6.4,0.51,0.04
white,6,0.16,0.99,10.8,3.15,6.7,0.52,0.06
white,6,0.46,0.99,10.8,3.12,3.3,0.51,0.05
white,6,0.46,0.99,10.8,3.12,3.3,0.51,0.05
white,6,0.2,1.0,10.8,3.26,12.7,0.35,0.05
white,6,0.24,0.99,10.8,3.22,11.5,0.37,0.05
red,6,0.6,1.0,10.8,3.42,2.4,0.6,0.09
white,6,0.2,0.99,10.8,3.53,1.6,0.56,0.03
white,6,0.31,0.99,10.8,3.27,2.8,0.47,0.04
white,6,0.22,0.99,10.8,3.08,6.3,0.49,0.03
white,6,0.22,0.99,10.8,3.08,6.3,0.49,0.03
red,6,0.86,0.99,10.75,3.3,1.9,0.56,0.06
red,6,0.53,1.0,10.7,3.38,2.6,0.59,0.09
white,6,0.27,0.99,10.7,3.28,1.3,0.53,0.04
white,6,0.33,0.99,10.7,3.48,1.5,0.44,0.05
white,6,0.33,0.99,10.7,3.48,1.5,0.44,0.05
white,6,0.33,0.99,10.7,3.48,1.5,0.44,0.05
white,6,0.21,0.99,10.7,3.51,1.2,0.47,0.06
white,6,0.21,0.99,10.7,3.51,1.2,0.47,0.06
white,6,0.27,0.99,10.7,3.25,9.0,0.53,0.05
white,6,0.16,0.99,10.7,3.32,2.0,0.49,0.06
white,6,0.26,0.99,10.7,3.06,4.0,0.34,0.03
red,6,0.78,1.0,10.7,3.52,2.4,0.55,0.1
white,6,0.66,1.0,10.7,3.15,13.0,0.5,0.03
white,6,0.34,0.99,10.7,3.48,6.1,0.57,0.05
white,6,0.34,0.99,10.7,3.48,6.1,0.57,0.05
white,6,0.19,1.0,10.7,3.0,13.5,0.63,0.04
red,6,0.55,1.0,10.7,3.36,4.0,0.67,0.09
red,6,0.55,1.0,10.7,3.36,4.0,0.67,0.09
white,6,0.19,1.0,10.7,3.0,13.5,0.63,0.04
white,6,0.19,1.0,10.7,3.0,13.5,0.63,0.04
white,6,0.24,1.0,10.7,3.19,12.2,0.37,0.05
red,6,0.57,1.0,10.7,3.12,2.6,0.78,0.08
red,6,0.59,1.0,10.7,3.42,2.3,0.58,0.08
red,6,0.59,1.0,10.7,3.42,2.3,0.58,0.08
red,6,0.62,1.0,10.7,3.31,2.7,0.58,0.09
white,6,0.21,0.99,10.7,3.13,1.2,0.41,0.05
white,6,0.34,1.0,10.7,3.08,8.0,0.52,0.05
white,6,0.19,0.99,10.7,3.4,1.6,0.47,0.05
red,6,0.78,1.0,10.7,3.31,1.7,0.62,0.08
white,6,0.49,0.99,10.7,3.23,2.5,0.47,0.04
white,6,0.23,0.99,10.7,3.12,1.2,0.38,0.03
white,6,0.23,0.99,10.7,3.23,3.75,0.5,0.04
red,6,0.51,1.0,10.7,3.54,2.1,0.93,0.06
white,6,0.37,1.0,10.7,3.48,5.7,0.69,0.06
red,6,0.51,1.0,10.7,3.54,2.1,0.93,0.06
red,6,0.5,1.0,10.7,3.43,2.6,0.62,0.08
white,6,0.2,0.99,10.7,3.37,4.7,0.58,0.04
white,6,0.34,0.99,10.7,3.1,1.3,0.42,0.04
white,6,0.24,0.99,10.7,3.26,4.8,0.64,0.04
red,6,0.5,1.0,10.7,3.29,3.6,0.52,0.08
white,6,0.24,1.0,10.7,3.13,10.3,0.4,0.03
white,6,0.28,0.99,10.7,3.2,10.3,0.36,0.03
white,6,0.28,0.99,10.7,3.2,10.3,0.36,0.03
white,6,0.16,0.99,10.7,3.68,6.0,0.46,0.03
red,6,0.82,1.0,10.7,3.37,2.1,0.77,0.08
red,6,0.5,1.0,10.7,3.29,3.6,0.52,0.08
white,6,0.17,0.99,10.7,3.02,0.9,0.41,0.04
white,6,0.2,1.0,10.7,3.19,12.6,0.37,0.05
red,6,0.31,1.0,10.7,3.26,2.5,0.86,0.07
white,6,0.13,1.0,10.7,3.05,12.85,0.55,0.04
red,6,0.91,1.0,10.7,3.51,1.9,0.43,0.06
white,6,0.13,1.0,10.7,3.05,12.85,0.55,0.04
white,6,0.13,1.0,10.7,3.05,12.85,0.55,0.04
white,6,0.29,0.99,10.7,3.21,7.8,0.4,0.04
white,6,0.29,0.99,10.7,3.21,7.8,0.4,0.04
white,6,0.28,1.0,10.7,3.23,12.8,0.43,0.04
red,6,0.5,1.0,10.7,3.31,2.6,0.79,0.25
white,6,0.21,0.99,10.6,3.42,1.2,0.43,0.07
white,6,0.26,0.99,10.6,3.21,2.2,0.47,0.02
white,6,0.29,1.0,10.6,3.08,14.2,0.38,0.04
white,6,0.28,0.99,10.6,2.98,1.5,0.39,0.03
white,6,0.11,0.99,10.6,3.24,4.5,0.42,0.05
white,6,0.24,1.0,10.6,3.02,9.3,0.33,0.04
white,6,0.22,1.0,10.6,3.02,9.6,0.33,0.04
red,6,0.41,1.0,10.6,3.42,2.8,1.16,0.08
white,6,0.16,0.99,10.6,3.23,1.3,0.57,0.04
white,6,0.14,0.99,10.6,3.2,1.1,0.72,0.04
white,6,0.12,1.0,10.6,3.18,5.2,0.47,0.05
white,6,0.18,1.0,10.6,3.18,5.2,0.48,0.05
white,6,0.18,1.0,10.6,3.18,5.2,0.48,0.05
white,6,0.16,0.99,10.6,3.14,1.0,0.46,0.08
white,6,0.4,0.99,10.6,3.5,1.3,0.35,0.04
white,6,0.23,0.99,10.6,3.22,1.4,0.62,0.04
red,6,0.46,0.99,10.6,3.39,1.7,0.6,0.08
red,6,0.46,0.99,10.6,3.39,1.7,0.6,0.08
red,6,0.46,0.99,10.6,3.39,1.7,0.6,0.08
red,6,0.46,0.99,10.6,3.39,1.7,0.6,0.08
white,6,0.33,0.99,10.6,3.28,1.4,0.57,0.03
white,6,0.45,1.0,10.6,3.06,26.05,0.42,0.03
white,6,0.45,1.0,10.6,3.06,26.05,0.42,0.03
white,6,0.21,0.99,10.6,3.29,4.5,0.62,0.04
white,6,0.21,0.99,10.6,3.24,0.9,0.46,0.04
white,6,0.21,0.99,10.6,3.12,10.5,0.4,0.04
white,6,0.36,0.99,10.6,3.14,7.1,0.62,0.03
white,6,0.41,1.0,10.6,2.91,12.6,0.43,0.03
white,6,0.3,0.99,10.6,3.47,1.1,0.56,0.04
red,6,0.78,1.0,10.6,3.26,1.9,0.56,0.08
white,6,0.22,1.0,10.6,3.14,14.7,0.37,0.04
white,6,0.23,0.99,10.6,3.23,8.6,0.53,0.05
white,6,0.24,1.0,10.6,3.17,13.7,0.38,0.04
red,6,0.28,1.0,10.6,3.32,1.8,1.04,0.07
white,6,0.24,1.0,10.6,3.17,13.7,0.38,0.04
white,6,0.22,0.99,10.6,3.2,2.1,0.41,0.05
white,6,0.21,0.99,10.6,3.6,5.6,0.41,0.04
