,Occupation_Code,Occupation_Title,Total_Employees,Mean_Annual_Wage,Annual_10th_Percentile_Wage,Annual_25th_Percentile_Wage,Annual_Median_Wage,Annual_75th_Percentile_Wage,Annual_90th_Percentile_Wage,Probability of Automation,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
274,194000,"Life, Physical, and Social Science Technicians","358,980","48,550","26,610","33,630","44,250","58,950","76,980",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,194010,Agricultural and Food Science Technicians,"20,420","40,470","23,930","29,700","37,550","47,980","61,450",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,194011,Agricultural and Food Science Technicians,"20,420","40,470","23,930","29,700","37,550","47,980","61,450",0.97,100.0,0.0,160.0,580.0,2840.0,180.0,0.0,0.0,0.0,210.0,610.0,60.0,450.0,710.0,630.0,1360.0,360.0,340.0,170.0,40.0,280.0,100.0,240.0,1020.0,220.0,450.0,50.0,460.0,0.0,0.0,280.0,120.0,930.0,500.0,170.0,510.0,290.0,670.0,570.0,0.0,0.0,250.0,350.0,1930.0,100.0,90.0,360.0,330.0,0.0,1120.0,0.0
277,194020,Biological Technicians,"74,720","46,130","27,660","33,840","42,520","54,990","69,590",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,194021,Biological Technicians,"74,720","46,130","27,660","33,840","42,520","54,990","69,590",0.3,340.0,420.0,1180.0,260.0,12890.0,2860.0,1130.0,110.0,0.0,2060.0,1200.0,610.0,810.0,1150.0,1430.0,1090.0,690.0,680.0,200.0,530.0,3520.0,5470.0,1110.0,990.0,390.0,1210.0,410.0,370.0,320.0,570.0,1320.0,320.0,3440.0,2260.0,0.0,2930.0,1090.0,2730.0,3990.0,100.0,580.0,210.0,660.0,3760.0,710.0,110.0,1790.0,2760.0,190.0,1050.0,250.0
279,194030,Chemical Technicians,"65,510","49,770","27,730","34,940","45,840","60,790","76,930",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,194031,Chemical Technicians,"65,510","49,770","27,730","34,940","45,840","60,790","76,930",0.57,930.0,140.0,890.0,600.0,6710.0,950.0,780.0,640.0,50.0,2010.0,1270.0,0.0,240.0,2120.0,1570.0,480.0,500.0,620.0,2050.0,130.0,1080.0,1970.0,2240.0,1470.0,340.0,1200.0,120.0,320.0,1040.0,180.0,4170.0,230.0,2710.0,2110.0,70.0,3760.0,540.0,270.0,3980.0,140.0,1060.0,90.0,1550.0,6260.0,970.0,70.0,1240.0,910.0,600.0,1800.0,330.0
281,194040,Geological and Petroleum Technicians,"15,100","62,240","25,350","37,720","56,470","78,220","103,080",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,194041,Geological and Petroleum Technicians,"15,100","62,240","25,350","37,720","56,470","78,220","103,080",0.91,90.0,490.0,100.0,40.0,1440.0,590.0,0.0,0.0,0.0,120.0,140.0,0.0,50.0,90.0,0.0,0.0,110.0,80.0,740.0,0.0,40.0,30.0,120.0,100.0,210.0,50.0,60.0,0.0,230.0,0.0,0.0,150.0,70.0,0.0,0.0,130.0,1340.0,50.0,630.0,0.0,50.0,0.0,50.0,6340.0,200.0,0.0,40.0,90.0,210.0,0.0,300.0
283,194050,Nuclear Technicians,"6,840","77,820","45,850","61,780","79,140","95,000","106,950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,194051,Nuclear Technicians,"6,840","77,820","45,850","61,780","79,140","95,000","106,950",0.85,0.0,0.0,0.0,0.0,120.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,330.0,680.0,0.0,0.0,0.0,0.0,290.0,0.0,0.0,0.0,140.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870.0,0.0,900.0,0.0,240.0,270.0,0.0,0.0,360.0,40.0,0.0,0.0,0.0
285,194060,Social Science Research Assistants,"30,030","46,820","22,090","32,450","43,190","57,180","74,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,194061,Social Science Research Assistants,"30,030","46,820","22,090","32,450","43,190","57,180","74,900",0.65,0.0,40.0,1810.0,240.0,2810.0,290.0,110.0,30.0,3620.0,340.0,750.0,120.0,0.0,830.0,1180.0,110.0,0.0,80.0,90.0,170.0,590.0,1240.0,530.0,160.0,0.0,190.0,0.0,300.0,150.0,0.0,250.0,0.0,6340.0,1210.0,0.0,320.0,140.0,320.0,1020.0,0.0,220.0,0.0,260.0,1400.0,470.0,0.0,900.0,330.0,420.0,380.0,0.0
287,194090,"Miscellaneous Life, Physical, and Social Science Technicians","146,370","47,940","26,620","33,110","44,190","58,300","75,560",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,194091,"Environmental Science and Protection Technicians, Including Health","32,950","47,930","27,380","34,270","44,190","58,280","75,980",0.77,340.0,110.0,720.0,170.0,4560.0,830.0,310.0,210.0,50.0,1400.0,690.0,240.0,330.0,810.0,630.0,190.0,380.0,270.0,450.0,120.0,440.0,640.0,840.0,690.0,230.0,450.0,80.0,120.0,480.0,200.0,980.0,220.0,2170.0,1110.0,110.0,1530.0,370.0,260.0,1080.0,50.0,210.0,80.0,690.0,3630.0,310.0,80.0,680.0,1050.0,720.0,510.0,130.0
289,194092,Forensic Science Technicians,"14,800","60,690","33,860","42,710","56,750","74,220","97,400",0.0095,270.0,0.0,760.0,140.0,2040.0,320.0,110.0,0.0,0.0,1480.0,450.0,60.0,100.0,690.0,280.0,80.0,320.0,60.0,190.0,50.0,380.0,40.0,270.0,50.0,100.0,300.0,50.0,100.0,230.0,30.0,90.0,110.0,720.0,500.0,0.0,370.0,0.0,220.0,250.0,0.0,100.0,30.0,390.0,1030.0,120.0,0.0,660.0,460.0,130.0,170.0,50.0
290,194093,Forest and Conservation Technicians,"30,090","38,630","25,740","28,880","35,560","46,710","55,510",0.42,240.0,460.0,1350.0,240.0,6960.0,1170.0,0.0,0.0,0.0,200.0,270.0,110.0,2330.0,490.0,90.0,400.0,90.0,190.0,120.0,40.0,130.0,110.0,310.0,530.0,230.0,180.0,2080.0,140.0,510.0,90.0,30.0,980.0,410.0,560.0,130.0,240.0,110.0,2580.0,350.0,0.0,240.0,0.0,0.0,370.0,1370.0,0.0,260.0,1290.0,90.0,570.0,660.0
291,194099,"Life, Physical, and Social Science Technicians, All Other","68,540","49,270","26,310","34,890","46,040","60,260","77,010",0.61,890.0,300.0,860.0,370.0,7660.0,930.0,720.0,0.0,290.0,2960.0,1470.0,650.0,0.0,3400.0,1090.0,840.0,350.0,890.0,540.0,210.0,3150.0,2400.0,5480.0,800.0,190.0,1830.0,130.0,290.0,680.0,110.0,1600.0,450.0,5120.0,1130.0,250.0,1580.0,1130.0,1380.0,2120.0,70.0,160.0,80.0,1090.0,7790.0,470.0,60.0,1660.0,1420.0,160.0,870.0,130.0
292,210000,Community and Social Service Occupations,"2,019,250","47,200","25,170","32,420","42,990","58,280","76,220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,211000,"Counselors, Social Workers, and Other Community and Social Service Specialists","1,941,090","47,220","25,340","32,520","43,020","58,290","76,150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,211010,Counselors,"659,890","49,740","26,530","34,390","45,970","61,040","78,870",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,211011,Substance Abuse and Behavioral Disorder Counselors,"91,040","44,160","26,210","32,470","41,070","52,690","65,080",0.033,830.0,290.0,2900.0,670.0,9050.0,1540.0,2600.0,280.0,180.0,4440.0,970.0,370.0,380.0,3340.0,900.0,1270.0,980.0,1260.0,650.0,440.0,2540.0,5010.0,1840.0,2420.0,630.0,1810.0,470.0,570.0,460.0,220.0,2840.0,710.0,7600.0,1820.0,300.0,2660.0,1180.0,1740.0,6730.0,230.0,830.0,490.0,1660.0,3760.0,910.0,340.0,2750.0,2810.0,380.0,1810.0,190.0
296,211012,"Educational, Guidance, School, and Vocational Counselors","260,670","57,620","32,400","41,650","54,560","70,930","90,030",0.0085,3360.0,790.0,7710.0,1960.0,28560.0,4220.0,4650.0,1030.0,1490.0,11230.0,9550.0,1510.0,1440.0,10340.0,3960.0,2550.0,2190.0,3540.0,3710.0,1320.0,6130.0,7240.0,5800.0,4020.0,1990.0,6610.0,790.0,1640.0,2010.0,1190.0,6800.0,1570.0,22630.0,6400.0,780.0,9490.0,3620.0,2340.0,8790.0,1020.0,4500.0,780.0,4150.0,23890.0,2910.0,770.0,6610.0,4740.0,1490.0,4290.0,600.0
297,211013,Marriage and Family Therapists,"36,960","54,090","31,600","38,320","49,170","63,810","81,960",0.014,190.0,40.0,1740.0,70.0,10350.0,570.0,370.0,240.0,0.0,3030.0,240.0,0.0,0.0,410.0,620.0,340.0,350.0,240.0,0.0,0.0,1310.0,330.0,320.0,1080.0,100.0,430.0,0.0,90.0,360.0,60.0,4080.0,60.0,720.0,370.0,130.0,450.0,460.0,400.0,1350.0,0.0,90.0,90.0,680.0,1250.0,260.0,0.0,1000.0,350.0,520.0,1000.0,40.0
298,211014,Mental Health Counselors,"139,820","46,050","26,950","33,560","42,840","55,440","70,100",0.0048,970.0,650.0,1110.0,770.0,15300.0,5100.0,2090.0,450.0,930.0,3990.0,2550.0,290.0,1080.0,5150.0,2210.0,1470.0,630.0,2140.0,2310.0,290.0,2390.0,6830.0,2580.0,4140.0,940.0,2860.0,1030.0,940.0,680.0,950.0,4790.0,1110.0,6970.0,4000.0,70.0,4750.0,2280.0,2720.0,13020.0,300.0,770.0,450.0,2470.0,4850.0,1210.0,670.0,8980.0,4050.0,670.0,2550.0,320.0
299,211015,Rehabilitation Counselors,"103,030","38,740","21,710","26,860","34,670","46,600","62,010",0.0094,1030.0,290.0,770.0,380.0,11240.0,1670.0,2490.0,360.0,810.0,2820.0,1050.0,180.0,1910.0,2970.0,1010.0,1700.0,710.0,870.0,740.0,550.0,1970.0,5920.0,2700.0,3580.0,510.0,2890.0,460.0,600.0,300.0,450.0,1570.0,430.0,8730.0,2640.0,240.0,4420.0,1940.0,1820.0,7930.0,510.0,640.0,480.0,2960.0,3950.0,490.0,520.0,3010.0,4880.0,950.0,1840.0,150.0
300,211019,"Counselors, All Other","28,380","47,640","25,070","32,850","44,350","59,900","74,810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,211020,Social Workers,"631,730","50,710","28,800","35,870","46,890","61,600","78,510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,211021,"Child, Family, and School Social Workers","298,840","47,510","27,800","34,230","43,250","56,740","75,140",0.028,3410.0,1290.0,6270.0,1450.0,30310.0,6460.0,5650.0,1200.0,2090.0,9780.0,6670.0,1790.0,1470.0,12150.0,6100.0,3140.0,2320.0,7800.0,1090.0,1500.0,4720.0,11970.0,13490.0,7210.0,2560.0,8070.0,1420.0,2340.0,3230.0,460.0,6310.0,2090.0,22630.0,10140.0,710.0,9150.0,6890.0,3230.0,18580.0,1740.0,3440.0,1620.0,4790.0,16640.0,1920.0,1500.0,8620.0,6160.0,1030.0,3470.0,770.0
303,211022,Healthcare Social Workers,"159,310","55,510","32,750","41,620","53,760","65,860","80,020",0.0035,2160.0,370.0,4440.0,1310.0,14530.0,2280.0,2120.0,540.0,580.0,6390.0,4320.0,1000.0,550.0,5050.0,4470.0,1420.0,1060.0,1740.0,1740.0,770.0,3960.0,12610.0,6070.0,3110.0,1530.0,4300.0,580.0,1130.0,610.0,610.0,3190.0,1070.0,12540.0,3540.0,340.0,9140.0,2110.0,1480.0,7280.0,770.0,2010.0,550.0,3040.0,9840.0,1130.0,400.0,2990.0,3000.0,700.0,2690.0,180.0
304,211023,Mental Health and Substance Abuse Social Workers,"114,040","47,880","26,730","33,240","42,700","56,610","74,650",0.0031,1150.0,460.0,2510.0,830.0,12850.0,1770.0,2030.0,420.0,540.0,3190.0,1330.0,570.0,510.0,3360.0,2080.0,990.0,900.0,820.0,1210.0,1180.0,2320.0,5810.0,3730.0,2950.0,820.0,2820.0,550.0,390.0,670.0,220.0,1600.0,900.0,11040.0,3500.0,290.0,4980.0,1360.0,2110.0,10170.0,750.0,0.0,290.0,1630.0,3310.0,1130.0,980.0,4210.0,2300.0,190.0,1520.0,130.0
305,211029,"Social Workers, All Other","59,540","59,410","33,600","43,110","60,230","75,020","85,190",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,211090,Miscellaneous Community and Social Service Specialists,"649,470","41,270","22,150","28,210","36,970","49,570","66,610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,211091,Health Educators,"57,570","57,900","30,400","38,640","53,070","73,040","95,730",0.045,300.0,300.0,1330.0,220.0,7990.0,780.0,640.0,180.0,690.0,3250.0,3190.0,330.0,460.0,1770.0,1020.0,510.0,370.0,530.0,570.0,350.0,1890.0,1840.0,1310.0,1470.0,510.0,1150.0,310.0,660.0,190.0,180.0,550.0,500.0,4890.0,940.0,220.0,1870.0,970.0,740.0,2140.0,260.0,840.0,140.0,960.0,2570.0,370.0,200.0,1180.0,1590.0,470.0,1660.0,200.0
308,211092,Probation Officers and Correctional Treatment Specialists,"87,500","55,380","33,630","39,530","50,160","67,420","88,930",0.25,1090.0,300.0,1980.0,900.0,11760.0,2390.0,0.0,0.0,0.0,4420.0,2510.0,50.0,630.0,2190.0,1850.0,610.0,720.0,0.0,1050.0,350.0,1770.0,1050.0,2630.0,1380.0,520.0,2350.0,360.0,520.0,860.0,210.0,2740.0,780.0,4450.0,2890.0,170.0,2920.0,1250.0,1590.0,4310.0,0.0,440.0,430.0,1800.0,8070.0,650.0,200.0,2880.0,2110.0,840.0,1430.0,180.0
309,211093,Social and Human Service Assistants,"360,650","34,120","20,800","25,350","31,810","40,030","50,640",0.13,1250.0,1350.0,6130.0,3550.0,41130.0,2360.0,7760.0,810.0,2020.0,11730.0,6240.0,1750.0,2630.0,12780.0,6480.0,4580.0,3810.0,4020.0,3490.0,3060.0,8200.0,16760.0,9480.0,13820.0,1970.0,3960.0,1280.0,3920.0,1360.0,2050.0,20480.0,2360.0,33350.0,7470.0,1470.0,15480.0,1540.0,6130.0,19360.0,2400.0,4730.0,910.0,2250.0,16620.0,5610.0,2480.0,6750.0,6100.0,2040.0,12600.0,860.0
310,211094,Community Health Workers,"51,900","41,170","23,620","29,480","37,330","49,340","63,880",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,211099,"Community and Social Service Specialists, All Other","91,860","45,540","25,140","33,200","43,120","55,860","71,040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,212000,Religious Workers,"78,160","46,630","20,290","29,230","42,220","58,250","78,020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,212010,Clergy,"49,320","49,450","23,830","32,790","45,740","60,640","79,110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,212011,Clergy,"49,320","49,450","23,830","32,790","45,740","60,640","79,110",0.0081,440.0,120.0,880.0,320.0,5210.0,490.0,450.0,70.0,110.0,2160.0,620.0,500.0,210.0,2090.0,810.0,320.0,310.0,580.0,280.0,60.0,660.0,650.0,2460.0,840.0,200.0,730.0,630.0,370.0,130.0,90.0,1190.0,150.0,8490.0,960.0,120.0,1680.0,390.0,4660.0,2060.0,330.0,500.0,170.0,630.0,2480.0,0.0,40.0,1190.0,510.0,140.0,620.0,0.0
315,212020,"Directors, Religious Activities and Education","20,590","44,840","19,710","26,930","38,610","55,170","79,380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,212021,"Directors, Religious Activities and Education","20,590","44,840","19,710","26,930","38,610","55,170","79,380",0.025,0.0,40.0,0.0,90.0,3820.0,180.0,70.0,0.0,180.0,1190.0,490.0,410.0,50.0,1210.0,240.0,100.0,30.0,40.0,0.0,0.0,380.0,200.0,1730.0,340.0,70.0,90.0,450.0,70.0,0.0,0.0,210.0,0.0,3350.0,130.0,0.0,360.0,50.0,1550.0,1410.0,110.0,90.0,50.0,90.0,530.0,60.0,0.0,560.0,150.0,50.0,110.0,0.0
317,212090,Miscellaneous Religious Workers,"8,250","34,300","18,470","20,080","28,820","41,800","58,970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,212099,"Religious Workers, All Other","8,250","34,300","18,470","20,080","28,820","41,800","58,970",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,230000,Legal Occupations,"1,075,520","105,980","36,650","51,530","79,650","138,240",#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,231000,"Lawyers, Judges, and Related Workers","680,990","135,760","54,100","74,990","115,050","170,170",#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,231010,Lawyers and Judicial Law Clerks,"632,940","138,190","55,460","76,040","116,250","174,250",#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,231011,Lawyers,"619,530","139,880","56,910","77,580","118,160","176,580",#,0.035,5380.0,930.0,9910.0,3040.0,76840.0,11230.0,7260.0,2590.0,31470.0,47590.0,16870.0,2040.0,1970.0,30250.0,7360.0,3280.0,3650.0,5350.0,6840.0,1740.0,11490.0,17440.0,14850.0,10450.0,3070.0,9640.0,1970.0,2920.0,5050.0,1590.0,19870.0,2890.0,72760.0,11330.0,1000.0,15920.0,6360.0,6530.0,25320.0,1800.0,6200.0,760.0,7570.0,43240.0,4580.0,1120.0,16890.0,10760.0,2260.0,7530.0,810.0
323,231012,Judicial Law Clerks,"13,410","59,840","32,550","41,650","51,760","69,660","106,640",0.41,0.0,0.0,440.0,70.0,0.0,170.0,250.0,0.0,0.0,200.0,550.0,0.0,90.0,160.0,70.0,0.0,30.0,50.0,180.0,30.0,1190.0,0.0,0.0,430.0,70.0,130.0,90.0,40.0,120.0,0.0,550.0,0.0,690.0,0.0,40.0,350.0,50.0,40.0,1150.0,0.0,150.0,0.0,140.0,670.0,460.0,0.0,90.0,460.0,160.0,110.0,0.0
324,231020,"Judges, Magistrates, and Other Judicial Workers","48,050","103,740","36,530","57,830","100,960","143,490","170,410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,231021,"Administrative Law Judges, Adjudicators, and Hearing Officers","14,540","95,240","41,730","62,950","92,110","122,700","162,400",0.64,120.0,0.0,340.0,380.0,1610.0,210.0,210.0,80.0,0.0,550.0,530.0,50.0,60.0,540.0,90.0,70.0,50.0,380.0,260.0,130.0,200.0,140.0,470.0,140.0,90.0,180.0,60.0,70.0,150.0,120.0,290.0,140.0,1410.0,0.0,0.0,460.0,180.0,420.0,850.0,70.0,110.0,0.0,300.0,1210.0,160.0,50.0,510.0,320.0,110.0,80.0,0.0
326,231022,"Arbitrators, Mediators, and Conciliators","6,300","72,730","32,550","42,480","59,770","88,510","123,930",0.06,50.0,0.0,400.0,0.0,900.0,60.0,60.0,0.0,100.0,310.0,150.0,30.0,0.0,220.0,0.0,80.0,60.0,0.0,0.0,30.0,70.0,90.0,300.0,110.0,0.0,140.0,70.0,0.0,0.0,50.0,50.0,0.0,470.0,90.0,0.0,120.0,0.0,50.0,340.0,0.0,80.0,0.0,110.0,450.0,30.0,0.0,0.0,150.0,0.0,160.0,0.0
327,231023,"Judges, Magistrate Judges, and Magistrates","27,210","115,460","35,250","64,070","125,880","157,270","183,570",0.4,500.0,80.0,800.0,320.0,0.0,590.0,240.0,120.0,0.0,1330.0,1400.0,130.0,140.0,0.0,790.0,390.0,310.0,290.0,210.0,80.0,510.0,0.0,780.0,470.0,310.0,570.0,80.0,0.0,230.0,0.0,970.0,300.0,3250.0,0.0,90.0,2420.0,930.0,360.0,270.0,110.0,640.0,40.0,400.0,2790.0,100.0,0.0,0.0,990.0,300.0,90.0,0.0
328,232000,Legal Support Workers,"394,530","54,590","30,350","37,820","49,560","64,380","85,360",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,232010,Paralegals and Legal Assistants,"277,310","53,180","31,070","38,230","49,500","63,650","80,260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,232011,Paralegals and Legal Assistants,"277,310","53,180","31,070","38,230","49,500","63,650","80,260",0.94,2870.0,730.0,5550.0,1490.0,29190.0,5750.0,4920.0,1210.0,5400.0,24430.0,8170.0,1140.0,860.0,10390.0,3790.0,0.0,1860.0,3020.0,4070.0,1170.0,6200.0,7880.0,5570.0,4770.0,1780.0,4790.0,880.0,1250.0,1930.0,1120.0,7870.0,1600.0,22210.0,8920.0,410.0,7890.0,2800.0,3290.0,10800.0,1220.0,5340.0,350.0,3830.0,22120.0,2620.0,660.0,0.0,5270.0,2150.0,4690.0,520.0
331,232090,Miscellaneous Legal Support Workers,"117,220","57,940","28,680","36,870","49,780","68,420","101,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,232091,Court Reporters,"17,700","56,940","26,610","36,870","51,320","72,400","95,990",0.5,330.0,0.0,190.0,190.0,0.0,340.0,290.0,60.0,0.0,1120.0,690.0,90.0,60.0,840.0,780.0,230.0,220.0,40.0,400.0,0.0,2440.0,280.0,880.0,360.0,70.0,220.0,60.0,80.0,110.0,0.0,160.0,130.0,1380.0,90.0,80.0,440.0,0.0,0.0,840.0,0.0,140.0,50.0,130.0,1370.0,0.0,0.0,0.0,0.0,70.0,100.0,0.0
333,232093,"Title Examiners, Abstractors, and Searchers","54,560","51,490","27,620","34,800","45,800","60,520","81,800",0.99,270.0,110.0,770.0,620.0,5340.0,0.0,110.0,0.0,60.0,4090.0,330.0,300.0,370.0,1620.0,1240.0,750.0,510.0,220.0,780.0,0.0,1090.0,480.0,1720.0,1360.0,240.0,0.0,290.0,260.0,450.0,130.0,1830.0,420.0,3450.0,760.0,410.0,2130.0,1680.0,740.0,2240.0,300.0,240.0,410.0,710.0,8830.0,580.0,0.0,980.0,1390.0,260.0,770.0,170.0
334,232099,"Legal Support Workers, All Other","44,960","66,170","31,970","40,410","54,650","84,030","127,650",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,250000,"Education, Training, and Library Occupations","8,636,430","54,520","21,820","31,830","48,000","67,430","92,890",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,251000,Postsecondary Teachers,"1,530,010","81,880","31,200","45,450","66,500","99,650","152,330",0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,251010,"Business Teachers, Postsecondary","83,030","96,770","35,320","50,680","77,490","121,750","185,410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,251011,"Business Teachers, Postsecondary","83,030","96,770","35,320","50,680","77,490","121,750","185,410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,251020,"Math and Computer Teachers, Postsecondary","84,560","85,350","38,480","52,030","72,510","102,900","151,380",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,251021,"Computer Science Teachers, Postsecondary","32,540","89,670","39,170","54,670","77,570","110,640","155,580",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,251022,"Mathematical Science Teachers, Postsecondary","52,020","82,650","38,110","50,620","69,520","98,990","147,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,251030,"Engineering and Architecture Teachers, Postsecondary","45,370","105,120","46,940","67,900","94,720","129,480","174,230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,251031,"Architecture Teachers, Postsecondary","7,370","92,890","42,120","55,730","79,250","110,140","160,220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,251032,"Engineering Teachers, Postsecondary","38,000","107,490","49,090","70,660","97,530","132,240","176,560",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,251040,"Life Sciences Teachers, Postsecondary","62,920","91,440","42,620","57,320","79,180","112,040","156,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,251041,"Agricultural Sciences Teachers, Postsecondary","10,340","96,630","47,130","66,820","91,580","119,760","153,250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,251042,"Biological Science Teachers, Postsecondary","50,820","90,420","41,850","55,990","76,650","109,240","157,630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,251043,"Forestry and Conservation Science Teachers, Postsecondary","1,750","90,480","47,390","61,700","85,880","114,070","144,820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,251050,"Physical Sciences Teachers, Postsecondary","51,780","92,900","43,690","58,490","80,510","114,110","158,330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,251051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary","10,850","95,900","43,950","61,300","85,410","119,650","161,220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,251052,"Chemistry Teachers, Postsecondary","21,250","89,320","42,400","56,350","76,750","107,040","153,570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,251053,"Environmental Science Teachers, Postsecondary","5,520","88,880","44,180","57,920","78,340","108,860","150,890",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
